"Trait","Trait.short","N","Nz","Prev","Model","VE_ID","CI_ID","LogL_ID","Pv_ID","FDR_ID","SW_PV_ID","SW_FDR_ID","VE_COHOUSING.ID_DMP","CI_COHOUSING.ID_DMP","LogL_COHOUSING.ID_DMP","Pv_COHOUSING.ID_DMP","FDR_COHOUSING.ID_DMP","SW_PV_COHOUSING.ID_DMP","SW_FDR_COHOUSING.ID_DMP","VE_famID","CI_famID","LogL_famID","Pv_famID","FDR_famID","SW_PV_famID","SW_FDR_famID","VE_Residual","CI_Residual","LogL_Residual","Est_Age","SE_Age","P.Chisq_Age","Est_Sex","SE_Sex","P.Chisq_Sex","Est_META.DNA.postclean.reads","SE_META.DNA.postclean.reads","P.Chisq_META.DNA.postclean.reads","Est_META.POOP.Freq","SE_META.POOP.Freq","P.Chisq_META.POOP.Freq"
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Coriobacteriales.f__Coriobacteriaceae.g__Eggerthella.s__Eggerthella_lenta","s__Eggerthella_lenta",3571,7501,8.6,"no-family",0.12254157718998,NA,-7513.13057386478,0.0595908612188292,1,0.0178988326848249,0.626459143968872,0.0583060578492523,NA,-7513.02527285262,0.0676913733689472,1,0.011284046692607,0.327237354085603,NA,NA,NA,NA,NA,NA,NA,0.819152364960767,NA,-7511.35620632374,-0.00439899455813425,0.00202459804960464,0.0297973104225366,-0.274168715809063,0.0657773790221788,3.07107771512394e-05,0.293937118428131,0.22520649172778,0.19182837388199,0.0466619659785686,0.041656927612667,0.262650271037181
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides","g__Parabacteroides",3571,295,96.41,"no-family",0.140704811420242,"0-0.28",-8348.34997783995,0.0611031594264961,1,0.0108949416342412,0.544747081712062,0.119183549132377,"0.06-0.18",-8353.84798582726,0.000139921513549776,0.0121731716788305,0.000389105058365759,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.740111639447381,"0.6-0.88",-8346.59638486713,-0.00243249660433748,0.00259688600618808,0.348914187628202,0.289357253515508,0.081777785673664,0.000402657874346078,-0.450802403518323,0.284569918289561,0.113158814929115,0.0539205048130829,0.0526114725750362,0.305419285183403
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales","o__Pasteurellales",3571,5554,32.33,"no-family",0.113832985191808,"0-0.23",-10365.8130556788,0.0612297202136816,1,0.0268482490272374,0.664591439688716,0.0659016361244301,"0.01-0.12",-10366.7030952587,0.0215242548119267,0.796397428041288,0.0066147859922179,0.238132295719844,NA,NA,NA,NA,NA,NA,NA,0.820265378683762,"0.71-0.92",-10364.0611764103,-0.0142597273574118,0.00450728987110047,0.00155775569552357,0.206604039490168,0.145938228401786,0.156864784335528,0.237901882953719,0.500656002011392,0.634658447768512,0.270833805094897,0.092599902457222,0.00344706250895234
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Paraprevotella.s__Paraprevotella_xylaniphila","s__Paraprevotella_xylaniphila",3571,5494,33.06,"no-family",0.119472823732027,"0-0.24",-10033.0749037624,0.063094436966316,1,0.0206225680933852,0.626459143968872,0.305714182756739,"0.25-0.36",-10086.1574935529,1.18739029782038e-25,2.1729242450113e-23,0,0,NA,NA,NA,NA,NA,NA,NA,0.574812993511234,"0.46-0.69",-10031.3478453937,0.00585153105733412,0.00431283120106427,0.174853486836894,0.577645310718221,0.123799755594681,3.07172180138598e-06,0.0413409352914302,0.451915700204892,0.927111747530521,0.134388808521756,0.0835139935876958,0.10757761567426
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae","f__Pasteurellaceae",3571,5554,32.33,"no-family",0.112688311651124,"0-0.23",-10366.7018707468,0.0643123106081863,1,0.0280155642023346,0.664591439688716,0.0650390910636727,"0.01-0.12",-10367.5596080484,0.023407513145359,0.842670473232924,0.0066147859922179,0.238132295719844,NA,NA,NA,NA,NA,NA,NA,0.822272597285203,"0.71-0.93",-10364.9906048434,-0.0143760010176379,0.0045072475336654,0.00142504370093297,0.207575469486665,0.146008810697011,0.155123816458972,0.256125204545904,0.500779347584141,0.609033744400553,0.271185659291928,0.0926235012207188,0.00341339065275619
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium","g__Faecalibacterium",3571,11,99.87,"no-family",0.142668168530036,"0-0.29",-5543.95983258986,0.0671970245106693,1,0.0108949416342412,0.544747081712062,0.0871269022490271,"0.02-0.15",-5546.04737161063,0.00608393095029456,0.340700133216495,0.000389105058365759,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.770204929220937,"0.61-1.00",-5542.28473474446,0.0016753930522586,0.00117561744429015,0.154123224287018,-0.0262034189894557,0.0376119016726049,0.486003754682892,0.0211941745333846,0.129782120499137,0.870277658249855,-0.100101717509921,0.0239999145027891,3.03372686415641e-05
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes.s__Alistipes_finegoldii","s__Alistipes_finegoldii",3571,1086,86.77,"no-family",0.119121335329723,"0-0.25",-9842.73842256277,0.0703147736257992,1,0.021011673151751,0.626459143968872,0.22475153510694,"0.17-0.28",-9867.34216830389,4.3395606869538e-13,6.72631906477839e-11,0,0,NA,NA,NA,NA,NA,NA,NA,0.656127129563337,"0.53-0.78",-9841.10059413521,-0.0347601617916963,0.00403117399656014,6.53146174148364e-18,-0.375940858629851,0.120538466453132,0.0018156111249836,1.27077137396674,0.431007817707066,0.00319452417985911,-0.164012488460401,0.0796468552099067,0.0394706539877406
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus","g__Haemophilus",3571,5574,32.08,"no-family",0.108221731459899,"0-0.23",-10359.0478938948,0.0750976912998745,1,0.0315175097276265,0.664591439688716,0.0646550511046527,"0.01-0.12",-10360.0011391016,0.0242814253306389,0.842670473232924,0.0066147859922179,0.238132295719844,NA,NA,NA,NA,NA,NA,NA,0.827123217435448,"0.72-0.93",-10357.463930211,-0.0140041191446423,0.0044963472186969,0.00184222825387871,0.209449689517255,0.145716183257972,0.150609732716171,0.160823958452697,0.499712528842614,0.747579249010117,0.285596854354359,0.0924264264919165,0.00200162353939744
"k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter.s__Methanobrevibacter_smithii","s__Methanobrevibacter_smithii",3571,7666,6.59,"heritability.only",0.104017296154557,"0-0.22",-7533.8888907993,0.0818278523536231,1,0.0361867704280156,0.664591439688716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.895982703845443,"0.78-0.98",-7532.37478190567,0.00595586538736729,0.00200319403642288,0.00294727266398393,-0.0233114101538026,0.0671328550973105,0.728408811963568,0.520979488519093,0.226188966698404,0.0212623570521412,-0.149974580369809,0.0418703309671097,0.000341128015792542
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_parasanguinis","s__Streptococcus_parasanguinis",3571,6526,20.48,"no-family",0.120689164084741,"0-0.26",-9335.95485523562,0.0902354627993447,1,0.0194552529182879,0.626459143968872,0.121435320935193,"0.06-0.18",-9342.95342924379,4.00859362795073e-05,0.00395533974740477,0.000389105058365759,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.757875514980067,"0.62-0.9",-9334.51977134932,0.0233310130563859,0.00342399938809022,9.49446078700632e-12,-0.182131165128655,0.107782941969242,0.0910670232211455,-0.0465683857349817,0.375250002453763,0.901236392646885,0.0571384058996909,0.0693729958006066,0.410143881588937
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Catenibacterium","g__Catenibacterium",3571,7434,9.42,"no-family",0.115881747689279,"0-0.25",-8341.49603235939,0.0907716055457164,1,0.024124513618677,0.664591439688716,0.107510356491411,"0.05-0.17",-8346.47359878005,0.000343710147871932,0.0285279422733704,0.000389105058365759,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.77660789581931,"0.63-0.92",-8340.06571438928,0.0168777810558671,0.00258306168729673,6.40266725445937e-11,0.227565908034836,0.0818944307435755,0.00545648975809438,0.264293560445376,0.284071368649957,0.352175753887086,-0.0418931442761565,0.0525215788800197,0.425081287287598
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","s__Faecalibacterium_prausnitzii",3571,11,99.87,"no-family",0.131159699910605,"0-0.28",-5552.87817963592,0.0908406923990014,1,0.0136186770428016,0.571984435797665,0.0780612328184076,"0.02-0.14",-5554.45618916729,0.0141813130586576,0.606468657215505,0.00311284046692607,0.149416342412451,NA,NA,NA,NA,NA,NA,NA,0.790779067270987,"0.63-0.95",-5551.44847357435,0.00152155970107823,0.00117556786050063,0.195555290470537,-0.0253926840976207,0.0377998076029554,0.501731690827077,0.0057963607675661,0.130109448577179,0.964466090190754,-0.102612868737275,0.0240620829200957,2.00346014121139e-05
"k__Bacteria.p__Firmicutes.c__Bacilli","c__Bacilli",3571,3798,53.72,"no-family",0.113956734837681,"0-0.25",-10612.5767308652,0.0920106897878338,1,0.0268482490272374,0.664591439688716,0.137795192853876,"0.08-0.19",-10622.131276365,2.80148949753713e-06,0.000327774271211844,0,0,NA,NA,NA,NA,NA,NA,NA,0.748248072308442,"0.62-0.87",-10611.1573115107,0.0263094397737319,0.0049122813767837,8.51553675283182e-08,-0.352672208263731,0.153412967865123,0.0215139001583638,0.698716145287701,0.536383452770896,0.192696673321216,-0.116887013280597,0.0991502515783659,0.238442891171184
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Catenibacterium.s__Catenibacterium_mitsuokai","s__Catenibacterium_mitsuokai",3571,7434,9.42,"no-family",0.113869226041143,"0-0.25",-8344.55706488344,0.096316253457152,1,0.0268482490272374,0.664591439688716,0.109099052651965,"0.05-0.17",-8349.81098025692,0.000269207684607009,0.0228826531915958,0.000389105058365759,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.777031721306891,"0.63-0.91",-8343.17431210177,0.0167786456636496,0.00258606404466126,8.69247922720487e-11,0.234755963686248,0.0819311087385267,0.00416634296452834,0.289369023436649,0.284314717625043,0.308783872698518,-0.0373417276708469,0.0525657821706805,0.477467963923166
"k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio.s__Desulfovibrio_desulfuricans","s__Desulfovibrio_desulfuricans",3571,7352,10.42,"no-family",0.116660865319755,"0-0.25",-8766.00568325939,0.0969221030912424,1,0.0237354085603113,0.664591439688716,0.084227695673266,"0.02-0.14",-8768.48367344792,0.00548715335572591,0.312767741276377,0.000778210116731518,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.799111439006979,"0.67-0.92",-8764.62794638613,0.00606358683014005,0.00289332816025061,0.03610761526175,-0.149691296131804,0.0928061884933816,0.106756414281869,0.248395780045263,0.319946599302085,0.437532695126688,-0.0674437405750214,0.0591660667909223,0.254325563372092
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Megasphaera.s__Megasphaera_unclassified","s__Megasphaera_unclassified",3571,7772,5.3,"no-family",0.122477167552511,"0-0.27",-8297.07744268677,0.0980561736117936,1,0.0182879377431907,0.626459143968872,0.135887728232573,"0.07-0.19",-8305.0178011456,1.59739434430961e-05,0.00172518589185438,0.000389105058365759,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.741635104214915,"0.58-0.89",-8295.70900372378,0.00498757341292992,0.0025681343864023,0.0521250133809894,0.286517437590207,0.0802564592209683,0.000356949337608098,0.402420950235,0.28047480478439,0.151348467665921,0.0815375948243719,0.0518471619765584,0.11579918828014
"k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Klebsiella.s__Klebsiella_pneumoniae","s__Klebsiella_pneumoniae",3571,7762,5.42,"no-family",0.126612258068446,"0-0.27",-8253.89364363979,0.0982376382602948,1,0.0155642023346304,0.607003891050584,0.134227531580148,"0.08-0.19",-8262.48687832815,8.07345152947802e-06,0.000904226571301538,0.000389105058365759,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.739160210351406,"0.58-0.89",-8252.5266815635,0.0162068555131815,0.00253666200722986,1.66921580300749e-10,0.0678935359008875,0.0793270062135655,0.39207017108208,-0.416314846125527,0.277111708908604,0.133010402539778,0.0812206500149097,0.0512264224192623,0.112847648239265
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_delbrueckii","s__Lactobacillus_delbrueckii",3571,6899,15.94,"no-family",0.114280589229343,"0-0.25",-9449.28095671347,0.0990779573002518,1,0.0264591439688716,0.664591439688716,0.231675788792807,"0.18-0.28",-9479.79115360129,1.41920754472916e-15,2.34169244880311e-13,0,0,NA,NA,NA,NA,NA,NA,NA,0.65404362197785,"0.53-0.78",-9447.92079515746,0.00691048666084822,0.00361545250384361,0.0559563668855039,-0.120696480483267,0.107742886836168,0.262617082146193,0.396810217471192,0.385931737134441,0.303861601257559,-0.191066875482544,0.0713150273657205,0.00737993687736313
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Mitsuokella.s__Mitsuokella_unclassified","s__Mitsuokella_unclassified",3571,7337,10.6,"no-family",0.107043138614087,"0-0.23",-9234.77782662461,0.101291048942269,1,0.0334630350194553,0.664591439688716,0.299042951325089,"0.25-0.35",-9292.79112568095,1.21113300846653e-27,2.26481872583241e-25,0,0,NA,NA,NA,NA,NA,NA,NA,0.593913910060824,"0.47-0.72",-9233.4352780568,0.0164554216038546,0.00344582148468662,1.79286861007469e-06,0.64373459631051,0.0992524987195965,8.82460232781852e-11,-0.104198053450854,0.361683347488154,0.773276370180007,-0.0598895986225024,0.0668331314249506,0.370195924695534
"k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelotrichaceae_noname","g__Erysipelotrichaceae_noname",3571,5161,37.11,"no-family",0.10816450404235,"0-0.24",-10113.9143799271,0.102306901011194,1,0.0315175097276265,0.664591439688716,0.0914214804174708,"0.03-0.15",-10117.3674000057,0.00197218156105575,0.126219619907568,0.000389105058365759,0.0424124513618677,NA,NA,NA,NA,NA,NA,NA,0.800414015540179,"0.67-0.92",-10112.5797757545,0.0232914067180632,0.00422592742838704,3.55689075025627e-08,0.165022378228415,0.13511181677649,0.221943555701447,0.399168337040097,0.466664271785343,0.392349051546193,-0.0203902029674445,0.0862916085152699,0.813204419927794
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_eligens","s__Eubacterium_eligens",3571,1507,81.64,"no-family",0.105084469670363,"0-0.23",-10033.3065432921,0.10723029916255,1,0.0361867704280156,0.664591439688716,0.0715377599793636,"0.01-0.13",-10034.7619221066,0.0189585898588354,0.738406159840019,0.00544747081712062,0.223346303501946,NA,NA,NA,NA,NA,NA,NA,0.823377770350273,"0.71-0.93",-10032.0092565243,0.0285424966366179,0.00411109676661729,3.8442067884749e-12,-0.566545565012843,0.132787082308652,1.98500003488225e-05,-0.0900050593251145,0.456206678825428,0.843600529515942,-0.085141437189159,0.0843735518623867,0.312926189187515
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella","g__Parasutterella",3571,3888,52.63,"no-family",0.103588541945179,"0-0.23",-10307.0258324441,0.112166307772805,1,0.0365758754863813,0.664591439688716,0.176769361259683,"0.12-0.23",-10323.7496881376,2.00261576336447e-09,2.92381901451213e-07,0,0,NA,NA,NA,NA,NA,NA,NA,0.719642096795138,"0.6-0.83",-10305.7641170111,-0.0219487660688157,0.00454631700329937,1.38040967124471e-06,-0.127477139605631,0.139292649853668,0.360099809081145,1.53059444020451,0.491937527693536,0.00186228147105514,-0.225758169476818,0.0909137995637446,0.0130203848242894
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella.s__Parasutterella_excrementihominis","s__Parasutterella_excrementihominis",3571,3888,52.63,"no-family",0.102962278551042,"0-0.23",-10311.3062373189,0.115005983286748,1,0.0369649805447471,0.664591439688716,0.174633058083931,"0.12-0.23",-10327.6374467781,3.05815880554826e-09,4.43433026804498e-07,0,0,NA,NA,NA,NA,NA,NA,NA,0.722404663365027,"0.61-0.84",-10310.0642137673,-0.0219554386493297,0.00454968193880436,1.39506453985858e-06,-0.122590886043762,0.139547403123416,0.379678298019227,1.52561822999545,0.492564263504467,0.00195293548451362,-0.225506196458568,0.0910303007452445,0.0132393486658787
"k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales","o__Lactobacillales",3571,3868,52.87,"no-family",0.105010160589085,"0-0.24",-10609.1623668605,0.117874729600701,1,0.0361867704280156,0.664591439688716,0.140201510697361,"0.08-0.2",-10619.3436247255,1.7903288545834e-06,0.000214839462550008,0,0,NA,NA,NA,NA,NA,NA,NA,0.754788328713554,"0.63-0.86",-10607.9396994392,0.0262482371614056,0.00490907202530386,8.94814743897166e-08,-0.390192778228464,0.153176993103231,0.0108549858072994,0.862840323767509,0.535872647570081,0.107363085404751,-0.122978503017506,0.0990525178481193,0.214403200370667
"k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Sutterellaceae","f__Sutterellaceae",3571,251,96.94,"no-cohousing",0.126204787306043,"0-0.29",-9012.54809949918,0.121568746203725,1,0.0155642023346304,0.607003891050584,NA,NA,NA,NA,NA,NA,NA,0.0736845473619679,"0.03-0.12",-9016.43229999953,0.00143101347777826,0.0801367547555826,0,0,0.800110665331989,"0.66-0.92",-9011.34960310988,-0.0223164636245288,0.00307981503763047,4.29132736529476e-13,0.495753811614713,0.099787116878385,6.76070786132878e-07,-0.179592948518075,0.342668420928034,0.600208117622206,0.127253455307967,0.0633615570976988,0.0446039802040691
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_intestinalis","s__Bacteroides_intestinalis",3571,6491,20.91,"full model",0.11377084873322,"0-0.25",-10164.4861553145,0.12720200222672,1,0.0272373540856031,0.664591439688716,0.2780254714613,"0.21-0.34",-10194.2208342797,3.81009069083284e-15,6.1723469191492e-13,0,0,0.0428639481410632,"0-0.1",-10164.5274005955,0.120653751343387,1,0.000389105058365759,0.0108949416342412,0.565339731664417,"0.43-0.69",-10163.3229936399,0.0246422917107545,0.00447903755237229,3.76160505450205e-08,-0.245810694652967,0.127860520056522,0.0545440093133752,0.869325414401509,0.468363732689824,0.0634406779894593,-0.0601437210405554,0.0865496824338983,0.487115462017422
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_inulinivorans","s__Roseburia_inulinivorans",3571,1410,82.82,"heritability.only",0.0853519312518539,NA,-10003.3612227728,0.131304576407512,1,0.0603112840466926,0.664591439688716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.914648068748146,NA,-10002.2227164826,0.00598204438505125,0.00399529112810493,0.134322051686334,0.422852101584287,0.134055470518997,0.00160879780601507,1.0279622388783,0.451618473453445,0.022835595869223,0.0306197085494795,0.0836027869576889,0.714176859267459
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Barnesiella","g__Barnesiella",3571,954,88.38,"no-family",0.102395850773807,"0-0.24",-9986.18603837095,0.136793899356067,1,0.0377431906614786,0.664591439688716,0.174108667740753,"0.11-0.23",-10000.4011257993,3.10010277051939e-08,4.21613976790637e-06,0,0,NA,NA,NA,NA,NA,NA,NA,0.72349548148544,"0.6-0.84",-9985.07920898051,-0.00898994253565014,0.00415339464456701,0.0304274764653524,-0.24015794311671,0.127428086324277,0.0594764706713315,0.500987729235901,0.449724422772053,0.265284221251808,-0.142101084773477,0.0831131701860112,0.087315802910392
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Barnesiella.s__Barnesiella_intestinihominis","s__Barnesiella_intestinihominis",3571,954,88.38,"no-family",0.100067311383764,"0-0.23",-9988.6570009951,0.147705134119982,1,0.0420233463035019,0.664591439688716,0.175525939262842,"0.11-0.23",-10003.2120462388,2.32061780342313e-08,3.17924639068969e-06,0,0,NA,NA,NA,NA,NA,NA,NA,0.724406749353394,"0.6-0.83",-9987.60910489601,-0.00907049718049535,0.00415733851401459,0.0291240122360926,-0.233003518200769,0.127467344771661,0.0675575443004851,0.482946167318539,0.450023256622069,0.283200122502545,-0.134661117701668,0.0831673194821733,0.105413047053001
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides.s__Bacteroides_thetaiotaomicron","s__Bacteroides_thetaiotaomicron",3571,1692,79.38,"no-family",0.096461000158314,"0-0.23",-10362.6349080877,0.152481968073759,1,0.0459143968871595,0.664591439688716,0.150826421463146,"0.09-0.21",-10373.808595192,7.84876383497999e-07,9.81095479372499e-05,0,0,NA,NA,NA,NA,NA,NA,NA,0.75271257837854,"0.63-0.87",-10361.6112859426,-1.4714718618781e-05,0.00459138917993335,0.997442903172822,0.245912460763227,0.142546254059494,0.0845019723834219,0.651731710439884,0.500042992773665,0.192454837065288,0.0598694017092806,0.0924220455292437,0.517125509654789
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Peptostreptococcaceae_noname","g__Peptostreptococcaceae_noname",3571,7167,12.67,"heritability.only",0.0861268220605286,"0-0.21",-8982.09974080502,0.152552076590614,1,0.0603112840466926,0.664591439688716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.913873177939471,"0.8-1.00",-8981.07646848904,8.2336973950137e-05,0.00300180875890627,0.978117472239294,0.407670048927677,0.100715660861556,5.17162122053475e-05,-0.322516008312678,0.339301862017838,0.341843901804526,-0.100254889345005,0.0628108520397345,0.110457625236014
"k__Archaea.p__Euryarchaeota.c__Methanobacteria","c__Methanobacteria",3571,7441,9.33,"heritability.only",0.0870137386612301,"0-0.21",-8214.96988547486,0.15666488750422,1,0.0603112840466926,0.664591439688716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91298626133877,"0.8-1.00",-8213.96682228061,0.00919889148202745,0.00242167642804291,0.000145537194553617,-0.0656350525994071,0.0812465292919507,0.419176626479428,0.804256446493335,0.273713633187735,0.00330003205257134,-0.148031486985949,0.05066921436421,0.00348319881084027
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae","f__Peptostreptococcaceae",3571,7166,12.68,"heritability.only",0.081329230132819,"0-0.2",-8980.15187441227,0.177726556817462,1,0.0684824902723735,0.664591439688716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.918670769867181,"0.8-1.00",-8979.24360807455,0.00026071780162175,0.00299926322941105,0.930729313409032,0.393745784282975,0.100662118673165,9.17023677835045e-05,-0.351661325084606,0.339111388554745,0.299731988284973,-0.098839292878851,0.0627761486808139,0.115378353201766
"k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Peptostreptococcaceae_noname.s__Clostridium_bartlettii","s__Clostridium_bartlettii",3571,7647,6.82,"heritability.only",0.0548564374241886,"0-0.17",-7648.59908044711,0.349522650417468,1,0.144357976653696,0.664591439688716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.945143562575811,"0.84-1.00",-7648.16148573322,-0.00350063829293481,0.00206203622843425,0.0895717802136489,0.144882734589258,0.0693312607573162,0.0366432025972622,0.114234215352063,0.233524037936375,0.624717521953891,0.0202093580149951,0.0432321740122066,0.640170043602326
"k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Odoribacter.s__Odoribacter_unclassified","s__Odoribacter_unclassified",3571,7249,11.67,"heritability.only",0.0300866043416837,"0-0.15",-8997.88001411404,0.615738130747775,1,0.227626459143969,0.682879377431907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.969913395658316,"0.86-1",-8997.75406249843,0.0108003597496066,0.00300327914648658,0.000322913093952871,-0.138886901038161,0.1011568343615,0.16975674926001,-1.01799667407985,0.340662695922238,0.0028054929221887,-0.0457184808545902,0.0630703089082372,0.468524918678422
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces","g__Actinomyces",3571,7684,6.37,"heritability.only",0.0188366040256385,NA,-7399.16122586507,0.731901646401093,1,0.271206225680934,0.682879377431907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.981163395974362,NA,-7399.102539507,0.00314266272615297,0.00191768186754719,0.101258647501254,-0.231188560630004,0.0646451719077846,0.000348532265523748,-0.0379388096652267,0.217686155931812,0.861643732629922,-0.0668064933246202,0.0403035783612693,0.0974018287195898
"k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae","f__Actinomycetaceae",3571,7682,6.4,"heritability.only",0.0165128932820763,"0-0.13",-7410.7409653535,0.764535604452447,1,0.285603112840467,0.682879377431907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.983487106717924,"0.88-1.00",-7410.69610621126,0.00338167791775553,0.00192354972952295,0.078740654789451,-0.222564208513142,0.0648542210706475,0.000599675036442723,-0.0753540135961407,0.218386452632463,0.730057580005704,-0.0704282497740171,0.0404334823216557,0.0815382074247394
"k__Bacteria.p__Firmicutes.c__Clostridia","c__Clostridia",3571,0,100,"family only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0577657323864538,"0.02-0.1",-3424.17023823018,0.00163375569745809,0.0898565633601949,0,0,0.942234267613546,"0.92-0.97",-3419.20958047981,0.00521331169573312,0.00063739144986869,2.85885026282785e-16,-0.105151232799098,0.020928350022576,5.05155846217812e-07,0.00237422189109699,0.0715567850422898,0.973531406280323,-0.0720715871560111,0.0132352279940799,5.1678638833325e-08
"k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Acidaminococcaceae.g__Acidaminococcus","g__Acidaminococcus",3571,7237,11.82,"no heritability",NA,NA,NA,NA,NA,NA,NA,0.216274591415015,"0.15-0.28",-9670.42691978245,5.86890517645797e-10,8.62729060939322e-08,0,0,0.0718279864338926,"0.03-0.12",-9658.53987946058,0.000133588880602867,0.00865099828058057,0,0,0.711897422151092,"0.67-0.76",-9651.24464767791,0.00949247477601853,0.0038535772255613,0.0137668860796573,0.667241758155925,0.112186707594214,2.72101111836166e-09,-0.161044840419036,0.407305705765544,0.692554657846983,-0.0393963005069165,0.075216155151142,0.60043542424763
